baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
isogroupisogroup0	19.2036849209267	-0.179400956593229	0.921996305562911	-0.194578823701141	0.845722682419963	0.995310922565357
isogroupisogroup100027	0.264373997423204	1.89904717095042	4.05186429523523	0.468684791142585	0.639294959599623	NA
isogroupisogroup100029	0.133430684226523	2.03442891726865	4.0789142833216	0.498767264021037	0.617943351983417	NA
isogroupisogroup100033	0	NA	NA	NA	NA	NA
isogroupisogroup10004	1.30849572046573	1.94974279489742	3.22623649300767	0.604339700181051	0.545617816926422	NA
isogroupisogroup100049	3.17948676711662	-0.626636905496932	2.0522491513386	-0.305341534719702	0.760106045241227	NA
isogroupisogroup10007	7.69489745091398	0.0376339002971629	1.46519138561143	0.0256853136503107	0.979508338002732	NA
isogroupisogroup100071	0	NA	NA	NA	NA	NA
isogroupisogroup100084	4.74260293579988	1.14364563744758	1.70839994335702	0.669425003140837	0.503224406492009	NA
isogroupisogroup100094	0.73746986915057	0.235588278732505	4.0082444543049	0.0587759258244543	0.953130583711587	NA
isogroupisogroup100107	4.36725210731427	0.655667837246277	1.6073707325248	0.407913261066025	0.68333735659904	NA
isogroupisogroup100112	8.06760968100986	-0.212935522439935	1.28459490083666	-0.165760834253078	0.868345169383692	NA
isogroupisogroup100161	0	NA	NA	NA	NA	NA
isogroupisogroup100176	0	NA	NA	NA	NA	NA
isogroupisogroup100181	0	NA	NA	NA	NA	NA
isogroupisogroup100196	0.769003756699302	-0.885154481598735	3.99633234061953	-0.221491709436136	0.82470959122045	NA
isogroupisogroup100233	0	NA	NA	NA	NA	NA
isogroupisogroup100240	2.10783897365675	-0.342620617527582	2.48748893806063	-0.137737544189726	0.890447846207064	NA
isogroupisogroup100253	0	NA	NA	NA	NA	NA
isogroupisogroup100286	0.0315338875487322	0.252586553722848	4.05768444235476	0.0622489395888721	0.950364589871075	NA
isogroupisogroup100287	0	NA	NA	NA	NA	NA
isogroupisogroup10029	0	NA	NA	NA	NA	NA
isogroupisogroup100297	0.264373997423204	1.89904717095042	4.05186429523523	0.468684791142585	0.639294959599623	NA
