,fav_recovery,fav_recovery,fav_recovery,fav_stress,fav_stress,fav_stress,pval.stress,padj.sterss
isogroupisogroup101125,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup101149,1.60632698162739,0.823482854639771,0.695761819876324,1.97190859303723,1.10826392654972,1.22818948332575,0.330443147852072,NA
isogroupisogroup101159,0.292383112260557,0.019881453278123,0.595383058247007,0.646470561491472,-0.0245873263670638,0.0237728318366409,0.818407784072975,NA
isogroupisogroup10116,0,0,0,0,0,0,NA,NA
isogroupisogroup101171,0,0,0,0,0,0,NA,NA
isogroupisogroup10118,0,0,0,0,0,0,NA,NA
isogroupisogroup101185,-1.40048917425513,-1.22628862639778,-1.37214047958343,-1.36513057874899,-0.725378359835253,-1.22389012340153,0.576107043917098,NA
isogroupisogroup10119,2.43958312477344,4.04817469730246,1.82891019827281,2.33899287653478,2.33929311330066,1.51627110192347,0.229569162783817,NA
isogroupisogroup101192,0,0,0,0,0,0,NA,NA
isogroupisogroup101194,0,0,0,0,0,0,NA,NA
isogroupisogroup101210,0,0,0,0,0,0,NA,NA
isogroupisogroup101213,0,0,0,0,0,0,NA,NA
isogroupisogroup101228,1.42701168881835,1.32165685866618,1.14463942704975,1.60474374200014,1.47102844687366,1.32812118177609,0.777142726513285,NA
isogroupisogroup10123,0,0,0,0,0,0,NA,NA
isogroupisogroup101232,-0.354215914596582,-0.654135925697163,-0.756238777324218,-0.392025042424575,-0.700829478390932,-0.651671521378304,0.932121080636705,NA
isogroupisogroup101237,0,0,0,0,0,0,NA,NA
isogroupisogroup10126,0,0,0,0,0,0,NA,NA
isogroupisogroup101263,-1.43446270473255,-1.43022770869605,-1.3807077479793,-1.49129579799197,-1.45021614602015,-1.42917275381626,0.823867420116186,NA
isogroupisogroup101278,1.38266106466758,1.70118753444232,1.20038863753156,1.98756179665753,2.29914851362527,3.2843310778145,0.101591342505705,NA
isogroupisogroup10130,0,0,0,0,0,0,NA,NA
isogroupisogroup10131,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup10132,2.06040517270604,2.93830369004703,2.48579061361221,1.59464680122948,1.27668286831446,2.40273420620402,0.24981642091412,NA
isogroupisogroup101321,-1.269725657632,-1.30057592535875,-1.37769334508123,-1.23259653542603,-1.32467214694614,-1.29930416878589,0.889944584422855,NA
isogroupisogroup10133,-1.61849581376843,-1.55661410246929,-1.65726851003532,-1.64744093236381,-1.40763724785197,-1.55504506357325,0.794692003226723,NA
isogroupisogroup101375,1.78977344208225,1.06421541818103,1.08674004325079,2.00243007879458,2.0612356132947,1.82759498719503,0.246830311929559,NA
isogroupisogroup10138,-1.59215287578482,-1.55813371273504,-1.51360809101993,-1.6099473179556,-1.57509302835188,-1.55723862961885,0.891741149964473,NA
isogroupisogroup101417,0,0,0,0,0,0,NA,NA
isogroupisogroup101425,-1.23068867838935,-1.17843569786255,-1.2684992407372,-0.960446976788598,-1.20836048310224,-1.17685631985999,0.719963047658273,NA
isogroupisogroup10143,-1.42332600628189,-1.41875763097439,-1.49079264970481,-1.35586560976592,-1.44003360951395,-1.41763472191359,0.849037427384212,NA
isogroupisogroup101438,0,0,0,0,0,0,NA,NA
isogroupisogroup101471,-1.90616005044584,-1.5314623603526,-1.86210730030602,-1.85047558108939,-1.77816131131213,-1.74111772725489,0.93641565990964,NA
isogroupisogroup101479,0,0,0,0,0,0,NA,NA
isogroupisogroup101498,0,0,0,0,0,0,NA,NA
isogroupisogroup1015,1.43267522162665,1.58458882619625,2.86362425650126,1.7365633582469,1.44397374583558,1.59215904555058,0.668247819839203,NA
isogroupisogroup101506,-0.724561178721412,-0.55954400903992,-0.460671305049321,0.173390108718714,-0.617827725045743,-0.55646789610446,0.813019604856189,NA
isogroupisogroup101527,-0.796222942113444,-0.731037308472105,-0.368825461920135,-0.632724638564087,-0.776181958388269,-0.728654652541929,0.908383984294818,NA
isogroupisogroup101539,3.8309105880403,2.78030860234545,2.338462027086,2.53650539736043,3.6722282208825,1.80143176557169,0.407993518182137,NA
isogroupisogroup10155,2.82766684960384,2.99474811526933,3.02227184415854,3.25599545471584,3.4832676833197,3.88741722547226,0.332830403501128,NA
isogroupisogroup101554,0,0,0,0,0,0,NA,NA
isogroupisogroup101564,0,0,0,0,0,0,NA,NA
isogroupisogroup101568,-1.56460550263632,-1.61260764830999,-1.66154011628781,-1.65676250504018,-1.62706014873176,-1.61184487053013,0.897351533862759,NA
isogroupisogroup101573,0,0,0,0,0,0,NA,NA
isogroupisogroup10158,11.8466350654371,12.3506354566885,13.5473919854501,13.3542677031012,12.8046187308382,12.1594052561654,0.628557636571135,0.995310922565357
isogroupisogroup10162,7.51105028827716,7.15723550354077,7.7184161601821,7.61637667028709,7.94576792477202,8.42182533006857,0.173014400639883,0.995310922565357
isogroupisogroup101634,0,0,0,0,0,0,NA,NA
isogroupisogroup101648,-0.859095645714692,-0.902370958638787,-0.823647655005445,-1.00957776223666,-0.689643302130753,-0.900130490022482,0.94982139784724,NA
isogroupisogroup101649,0.575265421450647,1.3956965371993,0.888245801762399,1.38981796606794,0.550249642771577,1.40453161940132,0.74445500951916,NA
isogroupisogroup101651,-0.974784913768447,-0.822308229676991,-0.176641106104705,-0.943061611476106,-0.871569488469337,-0.819708306306061,0.869960014772061,NA
isogroupisogroup101657,2.61892667853838,1.43890228228429,1.9229552432047,2.24590324551681,3.27085610709713,1.88013925124393,0.576871430881875,NA
isogroupisogroup101660,-1.71142738440145,-1.73174529550965,-1.76942781966592,-1.76574861731444,-1.74287505697005,-1.73115788610025,0.929989321718381,NA
isogroupisogroup101699,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup101717,-0.651015238463403,-0.637105403444613,-0.542295017297984,-0.756582511651119,-0.0898733691705964,-0.634207057431502,0.954563166833614,NA
isogroupisogroup101734,0,0,0,0,0,0,NA,NA
isogroupisogroup101745,-0.336801094220047,-0.564533760050864,-0.696576103120126,-0.691219578168791,-0.269178275889568,-0.200377037128089,0.688161795256413,NA
isogroupisogroup101748,2.47662270593228,2.80902354930252,2.59739107241409,3.54051714962348,2.36549804637543,3.48722174189164,0.42000142562193,NA
isogroupisogroup101770,-1.42619218266956,-1.50806509655876,-1.56767539179352,-1.56185523129973,-1.52567135785367,-1.50713586877739,0.871855665695249,NA
isogroupisogroup101812,-0.939497586868178,-1.18238209010354,-1.26891650422349,-1.26761787984494,-1.21114761542011,-1.180863895819,0.822434312787887,NA
isogroupisogroup101843,3.10918054928675,3.61379305033189,2.83045272857344,2.81659450618747,3.21824404828925,3.49604580899891,0.974888841141071,NA
isogroupisogroup101865,1.45018375671535,1.73130545587203,0.757484244035981,1.5780101438476,0.629036137912095,0.692132153945699,0.515056793193534,NA
isogroupisogroup101878,0.429016401244244,0.212001338427369,0.789668812508695,0.841248368414646,0.536979651564318,0.213978778118714,0.897286027547599,NA
isogroupisogroup101880,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup10189,4.54221540863035,3.47295083951057,3.94486995313201,3.26754761590314,5.00436997481723,3.05255334582756,0.558937287384943,0.995310922565357
isogroupisogroup101890,1.27009307171581,1.10853847746624,1.09920228172308,1.14688222284143,1.26457644443767,0.690365878236852,0.756658880661005,NA
isogroupisogroup101904,0.0452555048245206,0.0727582277774364,-0.20356143329746,-0.18107021225504,-0.369485920108993,-0.303079848245555,0.637771283488306,NA
isogroupisogroup10192,3.78213171236631,3.34698727712607,3.5328945701575,3.6948623858512,4.33304735585702,5.68644600007264,0.0887638099390187,0.890905205149176
isogroupisogroup101948,-0.0962588120045983,0.897284765429128,-0.382834734076174,-0.372307014081897,0.139960324648581,-0.217274619771279,0.726552225691038,NA
isogroupisogroup10195,0,0,0,0,0,0,NA,NA
isogroupisogroup101962,-0.366804164301334,-0.601950978381215,-0.709249412210347,-0.495975473206277,-0.349607078359415,-0.599293267588949,0.805080311137521,NA
isogroupisogroup101965,-1.00885902688126,1.17429792466182,-0.868093584144327,-0.853423259157948,-0.718735401551815,-0.626877362203835,0.980782777021017,NA
isogroupisogroup101974,1.69350854830484,1.85186745531335,1.75594334933672,2.52371091346857,3.16222335539153,2.18569476133072,0.195708090506636,NA
isogroupisogroup101995,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup1020,0,0,0,0,0,0,NA,NA
isogroupisogroup102004,-1.59545323911901,-1.55845944460416,-1.62046308618052,-1.50432557458163,-1.576772595219,-1.55749290843667,0.78372823218458,NA
isogroupisogroup102026,-0.271149636614265,-0.7059789717633,-0.626108854107578,-0.806324225851125,-0.751465779435788,-0.703578257343167,0.623928179024544,NA
isogroupisogroup102027,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup102033,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup102062,-1.85901634904982,-1.73772917038182,-1.82976267050218,-1.82077681093889,-1.60151197235838,-1.73629451744491,0.639294959599623,NA
isogroupisogroup102071,1.1212022835783,1.57473006588104,1.07379237011126,1.28528143621802,1.13448416241381,1.58351508580037,0.883765554108564,NA
isogroupisogroup102078,4.4612533852008,5.56866008921868,4.98288074573157,4.70619326483259,5.43451423419081,3.44309797251942,0.40452265497936,0.995310922565357
isogroupisogroup102085,0,0,0,0,0,0,NA,NA
isogroupisogroup102087,4.72164289873015,4.10704811842217,5.45090037858182,4.12244080044644,4.02940424977083,3.68407057154747,0.165336617350661,0.995310922565357
isogroupisogroup10209,4.35847699276097,3.58648706221685,4.77195423398519,4.25335524043412,5.17535773207735,5.53830326108844,0.188328875381651,0.995310922565357
isogroupisogroup102091,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup102105,-0.491964186689682,-0.41577216612599,-0.00628826118853298,-0.297614614712323,-0.138732266029231,-0.412693219973188,0.870639130083316,NA
isogroupisogroup102113,2.20423832798,1.80754908474509,2.54554149722298,2.0648415762716,1.28922475793003,2.77702832864948,0.735109564200062,NA
isogroupisogroup102115,0,0,0,0,0,0,NA,NA
isogroupisogroup102116,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup102159,0.133463241173646,0.154736814669929,0.614515190796083,0.66052575662694,0.487733479604263,0.59829800009335,0.547312036016329,NA
isogroupisogroup10216,0.292418099744336,0.454483617021286,-0.168328042439837,-0.157240253833046,1.09169961223504,-0.0152109792088243,0.984765032670301,NA
isogroupisogroup102201,-0.740143142508739,-0.645833482378085,-0.783115982731842,-0.5201019074685,-0.349947070128407,-0.287785525836024,0.45120816573969,NA
isogroupisogroup102206,0,0,0,0,0,0,NA,NA
isogroupisogroup10225,0,0,0,0,0,0,NA,NA
isogroupisogroup102265,0,0,0,0,0,0,NA,NA
isogroupisogroup102303,0,0,0,0,0,0,NA,NA
isogroupisogroup102313,0,0,0,0,0,0,NA,NA
isogroupisogroup102353,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup102370,3.51815979847244,2.60900904343697,4.13635388103247,3.56754099546299,3.61282833322534,3.79433658937601,0.663217867366095,NA
isogroupisogroup1024,-1.38799358624346,-1.29155085399808,-1.37921384105176,-1.0794991235938,-1.3189386738943,-1.29010537260413,0.592538503550365,NA
isogroupisogroup102401,-1.78593772455039,-1.72844752674464,-1.69229194460867,-1.77052107871656,-1.74221878709172,-1.72772070362844,0.954303323101556,NA
isogroupisogroup102407,0,0,0,0,0,0,NA,NA
isogroupisogroup102408,-1.71142738440145,-1.73174529550965,-1.76942781966592,-1.76574861731444,-1.74287505697005,-1.73115788610025,0.929989321718381,NA
isogroupisogroup102430,-1.85901634904982,-1.73772917038182,-1.82976267050218,-1.82077681093889,-1.60151197235838,-1.73629451744491,0.639294959599623,NA
isogroupisogroup102438,0.554147135654558,0.729295093792178,1.2044131111152,0.625254707039522,0.243651851817377,0.287719161362154,0.43662661525084,NA
isogroupisogroup102447,0,0,0,0,0,0,NA,NA
isogroupisogroup102449,0,0,0,0,0,0,NA,NA
isogroupisogroup102473,-0.418074255724768,1.88339731658304,-0.56333698034464,-0.543745195616445,-0.411722495768237,-0.308279072457746,0.502316590054143,NA
isogroupisogroup102480,1.39759422814158,1.12599180062246,2.49632631782206,2.22382648044435,1.3886369110171,1.12883231454006,0.87538021255683,NA
isogroupisogroup102494,-0.0282149148492668,-0.218542700286344,1.0342298978723,-0.357620083812683,-0.291504653024495,-0.214482363111578,0.46439447817275,NA
isogroupisogroup102497,0,0,0,0,0,0,NA,NA
isogroupisogroup10250,6.20226504506353,6.08052028369112,6.21275221458064,6.3296823189015,5.95351482140074,6.13263164904418,0.956946296388182,0.997159431698309
isogroupisogroup10253,0.687244963055263,0.543899237427369,0.222824402888111,-0.00355160406247224,0.718970451094623,0.105807998816222,0.589172809706013,NA
isogroupisogroup102539,0.720670413580793,0.298406732069815,0.0983909899866873,0.116170738872116,1.0164064186162,1.91557050766363,0.315449352030643,NA
isogroupisogroup102555,0.76875497901149,0.385774629014438,0.485773489354775,0.518128040525563,0.743497616467354,1.713004759252,0.502641100212307,NA
isogroupisogroup102561,0,0,0,0,0,0,NA,NA
isogroupisogroup102565,0,0,0,0,0,0,NA,NA
isogroupisogroup102566,2.53770793165904,2.08221287808382,1.28997830955849,2.14365139422714,2.87249745583281,1.32456449772087,0.970045072262089,NA
isogroupisogroup102576,-1.07323279610014,-0.925678928281004,-1.32235254522274,-1.31914187061133,-1.23029166520033,-1.18455191851277,0.734271935994191,NA
isogroupisogroup102593,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup102638,2.7938246185288,2.40642204810679,2.46026326135981,2.71222742180856,2.43782816546854,2.65612408055723,0.931174652421982,NA
isogroupisogroup102658,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup102685,0,0,0,0,0,0,NA,NA
