,fav_recovery,fav_recovery,fav_recovery,fav_stress,fav_stress,fav_stress,pval.stress,padj.sterss
isogroupisogroup110075,-0.73685025983709,-0.72156438348526,-0.852589170464074,-0.408435675997519,-0.776192290788753,-0.390302951507089,0.612882830680109,NA
isogroupisogroup110078,0,0,0,0,0,0,NA,NA
isogroupisogroup110096,0.894308812766497,1.49608890217755,1.38903885005279,0.280513658707567,0.376437530285687,0.431563261506817,0.125011497035904,NA
isogroupisogroup11012,10.5220695541312,9.53093368207005,10.6463750148772,10.5745385002772,10.1859823563936,11.2631042514537,0.216998369452021,0.995310922565357
isogroupisogroup110128,-1.78593772455039,-1.72844752674464,-1.69229194460867,-1.77052107871656,-1.74221878709172,-1.72772070362844,0.954303323101556,NA
isogroupisogroup110131,4.76848097962498,3.8443040282916,4.07247205993618,4.92049355307801,3.82976638394851,4.7704107805714,0.594440192134852,0.995310922565357
isogroupisogroup110136,-1.59215287578482,-1.55813371273504,-1.51360809101993,-1.6099473179556,-1.57509302835188,-1.55723862961885,0.891741149964473,NA
isogroupisogroup110151,-0.885981480833959,-0.876418107019585,-0.981747524081924,-0.48328176905892,-0.917927596947468,-0.874227308497082,0.740790244505022,NA
isogroupisogroup110155,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup110157,0.603750726654017,2.12127152859292,-0.183149938901946,-0.162971630321807,-0.0312333955610034,0.0483903669612268,0.22327993896261,NA
isogroupisogroup110172,0,0,0,0,0,0,NA,NA
isogroupisogroup110188,0,0,0,0,0,0,NA,NA
isogroupisogroup110190,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup110192,-1.12654575953139,-0.850071615709347,-1.04831539459224,-1.03938031297726,-0.920670966369764,0.347052803748333,0.555615461328422,NA
isogroupisogroup110194,-0.705521775456545,-0.684849046381457,-0.833173702235145,-0.827266420287245,0.159714027498169,-0.681621186767695,0.736395719373657,NA
isogroupisogroup11020,7.32541723288074,6.04261589292104,7.33941516508145,7.12504723376429,7.48994948694605,7.18218099759486,0.456919490732186,0.995310922565357
isogroupisogroup110241,0.459724937600612,0.750934297701433,1.13091749297639,0.441330204625195,0.261303691642936,0.756937780641213,0.604021027842929,NA
isogroupisogroup110255,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup110259,-1.12629528031896,-1.04067692210234,-1.17729507198019,-1.17363680882251,-0.520081732885548,-1.03818416201231,0.725791484878555,NA
isogroupisogroup110265,-1.56460550263632,-1.61260764830999,-1.66154011628781,-1.65676250504018,-1.62706014873176,-1.61184487053013,0.897351533862759,NA
isogroupisogroup110305,0,0,0,0,0,0,NA,NA
isogroupisogroup110306,0.04083357570601,-0.334774742148148,-0.0699350741935955,-0.43672742838677,-0.0572865157379922,-0.331627181711127,0.711954797469314,NA
isogroupisogroup110313,-1.61849581376843,-1.55661410246929,-1.65726851003532,-1.64744093236381,-1.40763724785197,-1.55504506357325,0.794692003226723,NA
isogroupisogroup110321,-1.59215287578482,-1.55813371273504,-1.51360809101993,-1.6099473179556,-1.57509302835188,-1.55723862961885,0.891741149964473,NA
isogroupisogroup11035,3.21242812044035,3.52404060112146,4.8515085450377,6.09076194482537,2.78062809346432,7.12437371948495,0.00722823997955298,0.315480634845389
isogroupisogroup110350,2.67264913617994,1.8752806727891,2.9685705288914,2.89611496650842,4.06817344104757,3.24352321515484,0.208150594823515,NA
isogroupisogroup110377,-0.609919597009191,0.758751509142637,-0.238190303696777,-0.208843151476948,-0.43843345705167,-0.357277494554004,0.846304434865224,NA
isogroupisogroup110398,4.47470390851546,4.46928595558078,5.27312838507323,4.49784415160168,5.04661928359363,4.66806920261472,0.998153402295518,0.999868622774075
isogroupisogroup11040,0,0,0,0,0,0,NA,NA
isogroupisogroup110403,0,0,0,0,0,0,NA,NA
isogroupisogroup11044,5.31721951694288,2.68315811534418,6.32289821725791,4.31696940098288,5.45634678039186,3.32161678653986,0.663536681117514,0.995310922565357
isogroupisogroup110454,-1.19609352680641,-0.389401836645062,-1.25645703291612,-1.25059034822888,-1.13841900694262,-1.07786555824505,0.82470959122045,NA
isogroupisogroup110485,2.22189442291545,2.57231662275664,2.29571886323063,1.77900836699931,2.34896548435161,1.38864624619104,0.34452078197333,NA
isogroupisogroup110486,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup11051,6.03578346912814,6.72697985119591,6.11749969112855,6.20047265339355,5.47802128058396,6.34648970557692,0.582155131703065,0.995310922565357
isogroupisogroup110512,1.28342412168576,2.38094769883885,1.80770337953087,1.59030130957989,1.45514286448153,2.18290728170071,0.962020878543816,NA
isogroupisogroup110530,0.163337590089483,-0.176016129357949,-0.0720919931451322,0.127994222387627,0.111180230210207,-0.172629680365953,0.91610468640723,NA
isogroupisogroup110559,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup110567,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup110588,0,0,0,0,0,0,NA,NA
isogroupisogroup110593,-0.922643039852519,-0.852987167010757,-0.361241180326426,-0.961971222081734,-0.897317109789831,-0.850647509903148,0.743381436548843,NA
isogroupisogroup110600,1.75860395397787,1.14469636149693,1.78812046875343,2.47525498548257,1.44038800986122,1.90305312478803,0.509764696439205,NA
isogroupisogroup110614,-1.42186231147669,-1.17616935329445,-1.54719134931147,-1.5341870639081,-1.45303121321778,-1.41145845605597,0.805935415635775,NA
isogroupisogroup110641,-1.34707397914506,-1.25670895338374,-1.19912350300814,-1.18508308544584,-1.28294067394698,-1.25532448889736,0.836512653451989,NA
isogroupisogroup110642,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup110655,0,0,0,0,0,0,NA,NA
isogroupisogroup110660,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup110675,4.17977853031179,3.29615111119575,4.76505684951126,3.70977450460943,4.46173238735266,3.07612851097485,0.583680971670383,0.995310922565357
isogroupisogroup11071,9.7888282982148,8.61446939972171,11.1470583705164,11.0918683034432,10.3826706241398,10.3433431302549,0.0787018902024913,0.875917397850462
isogroupisogroup110729,2.27850099372819,3.58191584741769,1.77165305057931,0.687170175634476,0.902922810149158,1.01413214729218,0.00588086263003663,NA
isogroupisogroup110740,1.49713108706537,1.22435210535349,2.39447480939933,2.40250086651019,2.0192064598842,1.6580209063121,0.447950643045091,NA
isogroupisogroup110745,0,0,0,0,0,0,NA,NA
isogroupisogroup110780,-0.831383691542873,-0.874968121670016,-0.984801779589768,-0.77687553635627,-0.657993941271586,-0.872682928246128,0.732285581921567,NA
isogroupisogroup110788,1.15049873435515,2.2865556327849,1.93707789162682,1.33082725144709,1.65147097573663,1.50685587260308,0.682973894843924,NA
isogroupisogroup110794,2.11087247734605,1.17858026888896,1.37779476350081,1.80366920884264,1.4947368611598,3.46565328985783,0.280658237820156,NA
isogroupisogroup110797,0,0,0,0,0,0,NA,NA
isogroupisogroup110805,1.6414346753266,2.76537758309642,2.96052972025902,1.91592676613021,1.92825008131018,1.3542218950352,0.285004253767051,NA
isogroupisogroup11081,-1.78593772455039,-1.72844752674464,-1.69229194460867,-1.77052107871656,-1.74221878709172,-1.72772070362844,0.954303323101556,NA
isogroupisogroup110814,-0.917895377295439,-0.812730079732574,-1.2188176444325,-1.21543920279407,-1.13040238475169,-1.08270165198463,0.706313633175177,NA
isogroupisogroup110815,-0.518792794813852,-0.681130798169451,-0.806083089247668,-0.801810168748355,-0.134775263120713,-0.678294615902166,0.817442139991635,NA
isogroupisogroup110824,2.3432354580212,3.01317649904503,3.53038443389637,2.16489495746083,3.20125674125201,3.02602624021753,0.763043967087736,NA
isogroupisogroup110844,0,0,0,0,0,0,NA,NA
isogroupisogroup11085,5.43070803745227,4.99501817352985,6.34458445235307,6.08900700684059,5.75908573058123,6.02724158176434,0.416233549379728,0.995310922565357
isogroupisogroup110885,0,0,0,0,0,0,NA,NA
isogroupisogroup110905,1.98646792207375,2.81314929149836,1.75804126629335,1.48455495135922,2.25181612003271,1.24483505044298,0.331139415127047,NA
isogroupisogroup110906,0.591595697395887,0.127578845401602,1.04450412306018,0.472748171474017,0.0889431821762686,0.13176418040927,0.612088458629647,NA
isogroupisogroup11092,6.1546704562895,5.59234707326129,6.71903732777737,6.76014779322729,6.41660688757711,6.79203626057228,0.240563422022941,0.995310922565357
isogroupisogroup110924,0.177276510222954,0.129407060408002,-0.382551893947529,0.0543986945736836,-0.331616473816626,-0.263177130456012,0.855642034192501,NA
isogroupisogroup110936,-1.56460550263632,-1.61260764830999,-1.66154011628781,-1.65676250504018,-1.62706014873176,-1.61184487053013,0.897351533862759,NA
isogroupisogroup110971,-1.59545323911901,-1.55845944460416,-1.62046308618052,-1.50432557458163,-1.576772595219,-1.55749290843667,0.78372823218458,NA
isogroupisogroup111000,0,0,0,0,0,0,NA,NA
isogroupisogroup111010,0,0,0,0,0,0,NA,NA
isogroupisogroup111054,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup111111,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup111124,0,0,0,0,0,0,NA,NA
isogroupisogroup111185,0,0,0,0,0,0,NA,NA
isogroupisogroup111214,-1.71142738440145,-1.73174529550965,-1.76942781966592,-1.76574861731444,-1.74287505697005,-1.73115788610025,0.929989321718381,NA
isogroupisogroup111226,0.136064442749028,-0.201788356145386,0.208143933386884,0.100278291174374,-0.258152176037038,-0.198451745063655,0.784702683272353,NA
isogroupisogroup111228,1.48672677236555,1.09995578217784,2.03555386791244,1.67511716063319,1.89158300120541,1.84735881869419,0.584379756989876,NA
isogroupisogroup111235,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup111243,3.88191869954741,3.53141943028297,1.55706781880536,2.4669962171177,2.99417408996843,1.69538521802142,0.267666587602904,NA
isogroupisogroup111297,0.105631334312068,1.94422523215619,0.139308232671839,0.729501406326492,0.729151383438361,0.86601865849049,0.423201536483242,NA
isogroupisogroup11131,1.432508075774,0.49306616323525,1.1897413835513,1.12478482094435,0.445733033213085,0.495625830488083,0.590534733261944,NA
isogroupisogroup111315,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup11134,0,0,0,0,0,0,NA,NA
isogroupisogroup111347,3.35986921975531,2.50884519830153,2.87992918354614,2.62761368074169,3.01552740176872,2.21549794808341,0.603703727450689,NA
isogroupisogroup111357,-0.228951955523234,0.430309517754615,0.731133075065418,-0.14488406285417,0.61735954348738,-0.0207199697373458,0.945969022811911,NA
isogroupisogroup111401,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup111422,-1.59545323911901,-1.55845944460416,-1.62046308618052,-1.50432557458163,-1.576772595219,-1.55749290843667,0.78372823218458,NA
isogroupisogroup111433,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup111453,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup111468,-1.40048917425513,-1.22628862639778,-1.37214047958343,-1.36513057874899,-0.725378359835253,-1.22389012340153,0.576107043917098,NA
isogroupisogroup11147,6.26127573337862,5.71875844848433,6.52527444218748,6.37309309518167,6.69717482921565,7.27063540460598,0.157969386168486,0.995310922565357
isogroupisogroup111491,3.81529699701169,3.78527196362985,4.44690815900035,4.28518654964327,4.23705123887393,4.71261974821584,0.461732543009138,0.995310922565357
isogroupisogroup111515,0,0,0,0,0,0,NA,NA
isogroupisogroup111533,0,0,0,0,0,0,NA,NA
isogroupisogroup111535,1.28219613083313,1.34131842886894,1.13900698190045,1.76595115511126,0.822674818309585,2.15453744653553,0.698721176686757,NA
isogroupisogroup111542,1.56695638856334,0.972836132626359,1.33822920458243,2.06065793897716,1.7257439471303,0.975569393405492,0.655409937031951,NA
isogroupisogroup111548,-1.85901634904982,-1.73772917038182,-1.82976267050218,-1.82077681093889,-1.60151197235838,-1.73629451744491,0.639294959599623,NA
isogroupisogroup111584,0,0,0,0,0,0,NA,NA
isogroupisogroup111585,0,0,0,0,0,0,NA,NA
isogroupisogroup111600,-1.40048917425513,-1.22628862639778,-1.37214047958343,-1.36513057874899,-0.725378359835253,-1.22389012340153,0.576107043917098,NA
isogroupisogroup111615,-1.59545323911901,-1.55845944460416,-1.62046308618052,-1.50432557458163,-1.576772595219,-1.55749290843667,0.78372823218458,NA
isogroupisogroup111616,0,0,0,0,0,0,NA,NA
isogroupisogroup111621,1.79037749871532,1.31386554966343,1.94139759882856,2.126859232663,2.84465226804849,2.07481221493081,0.321091406787627,NA
isogroupisogroup111623,-1.90897802086525,-1.74327723966389,-1.86397688421112,-1.85219215306624,-1.77892660982272,-1.52710089334468,0.621562667569558,NA
isogroupisogroup111634,0,0,0,0,0,0,NA,NA
isogroupisogroup111637,1.83542257749077,1.70926823431368,2.27950266913178,1.96714266425695,1.84605794030471,2.0260931019609,0.957856091971366,NA
isogroupisogroup111646,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup11166,-1.42332600628189,-1.41875763097439,-1.49079264970481,-1.35586560976592,-1.44003360951395,-1.41763472191359,0.849037427384212,NA
isogroupisogroup111670,4.10483170409924,4.32990810862933,4.57793036013198,4.65654126680908,4.21054135268761,4.24156613241638,0.935713320387334,0.995310922565357
isogroupisogroup111689,-1.56460550263632,-1.61260764830999,-1.66154011628781,-1.65676250504018,-1.62706014873176,-1.61184487053013,0.897351533862759,NA
isogroupisogroup111699,0,0,0,0,0,0,NA,NA
isogroupisogroup111711,-1.87817109684563,-1.87821838813866,-1.90403160528056,-1.90151128448639,-1.88584247797201,-1.87781600196694,0.975296330132569,NA
isogroupisogroup111722,2.93077613263614,3.24477290901093,3.8408467452968,2.22026740056835,2.64421956061849,3.08407161130975,0.253151193687022,NA
isogroupisogroup111728,0,0,0,0,0,0,NA,NA
isogroupisogroup11173,1.46363467812849,3.19987294834517,1.91078934042845,3.41460766994631,3.74144592720963,5.92024673058823,0.000616227354443372,0.0743364787570636
isogroupisogroup111750,-1.38799358624346,-1.29155085399808,-1.37921384105176,-1.0794991235938,-1.3189386738943,-1.29010537260413,0.592538503550365,NA
isogroupisogroup111761,-1.17184693113317,-1.23837696991315,-1.18293851288396,-1.31623024783222,-1.2639921322378,-1.23702504629588,0.751469573976775,NA
isogroupisogroup111780,4.84252234755594,4.99563853850576,5.60198106740736,4.136875867067,4.04988303596292,4.4635695802495,0.0736131140833921,0.860822742240483
isogroupisogroup111814,-1.42332600628189,-1.41875763097439,-1.49079264970481,-1.35586560976592,-1.44003360951395,-1.41763472191359,0.849037427384212,NA
isogroupisogroup111816,0.354010779285143,-0.174752739738237,-0.0697039393714829,-0.0475131906543439,0.116333471192403,-0.171319715463224,0.966121874839874,NA
isogroupisogroup111819,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup11183,1.3475368219931,2.1848912986896,0.670541375209116,2.09521755863321,1.52980944651028,0.910921803036139,0.777762590513085,NA
isogroupisogroup111862,0,0,0,0,0,0,NA,NA
isogroupisogroup111883,0,0,0,0,0,0,NA,NA
isogroupisogroup111910,0.862048100481119,0.214482596083793,0.0767479481116238,0.574781153909693,1.28523529733297,0.216872797466335,0.550043216212695,NA
isogroupisogroup111918,0,0,0,0,0,0,NA,NA
isogroupisogroup111928,0.939849976298639,2.64410692269911,1.71061366317766,1.64053868669137,0.924959168188396,1.82322886771386,0.825256701128592,NA
isogroupisogroup111934,-1.85901634904982,-1.73772917038182,-1.82976267050218,-1.82077681093889,-1.60151197235838,-1.73629451744491,0.639294959599623,NA
isogroupisogroup111947,-0.61440211045639,-0.303480317895065,-0.49704718296591,0.123664554615209,-0.389371974212304,1.15900373359842,0.166007644471373,NA
isogroupisogroup11195,6.48834345289985,6.958703398045,7.09239782827827,6.69217370450896,6.64000450928323,7.10118643641527,0.941303116948783,0.995310922565357
isogroupisogroup111954,-1.42332600628189,-1.41875763097439,-1.49079264970481,-1.35586560976592,-1.44003360951395,-1.41763472191359,0.849037427384212,NA
isogroupisogroup111960,0,0,0,0,0,0,NA,NA
isogroupisogroup111978,-1.28207206624494,-1.23317553146627,-1.05058804404006,-1.31715977876745,-1.26087036981948,-1.23171384617333,0.819532653884087,NA
isogroupisogroup111987,0,0,0,0,0,0,NA,NA
isogroupisogroup111988,-0.0188460785919282,0.786510910478685,0.486128144221202,0.362529447196573,-0.0423785156460758,0.0124660440282958,0.550525945195083,NA
isogroupisogroup112009,-1.61849581376843,-1.55661410246929,-1.65726851003532,-1.64744093236381,-1.40763724785197,-1.55504506357325,0.794692003226723,NA
isogroupisogroup112018,-0.0898537640193635,-0.032639476396277,-0.123060234030963,-0.514039265618397,-0.462519249387719,-0.397969775450443,0.475878093693602,NA
isogroupisogroup112042,-0.916760265818279,-1.08549516671852,-1.22049205364138,-1.21704976781999,-1.13118130677087,-0.808456251586399,0.966902547892884,NA
isogroupisogroup112048,0,0,0,0,0,0,NA,NA
isogroupisogroup112056,-1.78593772455039,-1.72844752674464,-1.69229194460867,-1.77052107871656,-1.74221878709172,-1.72772070362844,0.954303323101556,NA
isogroupisogroup112061,-1.50303878901951,-0.591027347927681,-1.45337314783898,-1.43710182499109,-1.32177609909197,-1.26269954014358,0.953130583711587,NA
isogroupisogroup112088,0,0,0,0,0,0,NA,NA
isogroupisogroup112092,-1.34707397914506,-1.25670895338374,-1.19912350300814,-1.18508308544584,-1.28294067394698,-1.25532448889736,0.836512653451989,NA
isogroupisogroup112102,0.689487092851075,1.75268477954093,0.736907203035144,1.97429365389587,1.01282872861756,0.674766761502982,0.929812218054615,NA
isogroupisogroup112120,0.856651303945927,1.35845255394145,0.848740673468675,0.675467846681143,0.505086141462166,1.62935176360228,0.717490801293273,NA
isogroupisogroup112148,-1.71142738440145,-1.73174529550965,-1.76942781966592,-1.76574861731444,-1.74287505697005,-1.73115788610025,0.929989321718381,NA
isogroupisogroup112210,-0.83305139439936,-1.11722659669793,-1.20770724852944,-1.2062098931978,-1.14846725538203,-1.11557776918871,0.818723819985066,NA
isogroupisogroup112217,-1.78593772455039,-1.72844752674464,-1.69229194460867,-1.77052107871656,-1.74221878709172,-1.72772070362844,0.954303323101556,NA
isogroupisogroup112233,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup112247,-0.780038266331128,0.87561280826555,-0.816962480737348,-0.805148100324463,-0.689532292923732,-0.604698778428546,0.759861487485579,NA
isogroupisogroup112263,-0.453127097037487,0.112755735388692,-0.789156305080677,-0.782997555089951,-0.703509168730378,-0.637519152806487,0.616046841109651,NA
isogroupisogroup112288,-0.302554830570525,-0.353768936935338,0.799899742623685,-0.492645059300613,-0.425712182371489,-0.349971897846701,0.543190150963565,NA
isogroupisogroup112293,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup112298,0,0,0,0,0,0,NA,NA
isogroupisogroup112339,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup112340,2.16529890368954,2.3627857749024,1.99010962140767,2.17104558169967,2.50361456484215,1.39168534452002,0.681453981360277,NA
isogroupisogroup112343,-0.128481387962419,-0.241662473246384,-0.36054694128,0.085703004139112,0.0648641171604243,0.16831801008396,0.465242437501384,NA
isogroupisogroup112359,1.78692894874491,2.38627422676132,1.81803785956292,2.10350003721642,1.09863462508773,1.61468196238026,0.505625906141811,NA
isogroupisogroup112363,0,0,0,0,0,0,NA,NA
isogroupisogroup112378,-0.135224975505853,-0.434572470846664,-0.547692870468275,0.149176712575136,-0.49282644196876,-0.431497927794318,0.846297288189132,NA
isogroupisogroup112399,2.30079200690988,3.13795648603235,2.06456249795748,2.78171674955539,1.73262969023596,1.46333380864485,0.304670859402096,NA
isogroupisogroup112409,-1.2182545754001,-1.10486932458239,-0.771531780832807,-1.20298616355446,-1.13932938031788,-1.10305058290857,0.922426005112208,NA
isogroupisogroup112428,-1.38799358624346,-1.29155085399808,-1.37921384105176,-1.0794991235938,-1.3189386738943,-1.29010537260413,0.592538503550365,NA
isogroupisogroup112434,0.442955403946618,-0.0298078291763093,0.528881697480437,0.290779994167631,-0.0759805446065039,-0.0260856159552998,0.701735730217279,NA
isogroupisogroup112441,1.81186028650873,1.1140117635626,1.74472086266392,1.68200492105758,1.89652537207137,1.8530981450154,0.612198377328404,NA
isogroupisogroup112451,-1.09002931149631,-1.08233229776925,-1.1744398950784,-0.858781485907718,-1.11468076603614,-1.08062500200128,0.779087021849909,NA
isogroupisogroup11246,5.53415678232398,4.3312694849384,5.18800173825,5.96767995804263,4.68171732685679,6.20327489999027,0.194489558628127,0.995310922565357
isogroupisogroup112462,-1.08812015776033,-1.18050149150095,-1.29184588098628,-1.28952752190833,-0.996523589390574,-1.17856381812768,0.918503412303088,NA
isogroupisogroup112479,-1.90616005044584,-1.5314623603526,-1.86210730030602,-1.85047558108939,-1.77816131131213,-1.74111772725489,0.93641565990964,NA
isogroupisogroup112481,-1.90616005044584,-1.5314623603526,-1.86210730030602,-1.85047558108939,-1.77816131131213,-1.74111772725489,0.93641565990964,NA
isogroupisogroup112495,1.00742324872341,0.374697461255403,0.475104077144135,0.500251722545528,0.687029985723928,1.10353549788649,0.707112749809415,NA
isogroupisogroup112496,-1.85901634904982,-1.73772917038182,-1.82976267050218,-1.82077681093889,-1.60151197235838,-1.73629451744491,0.639294959599623,NA
isogroupisogroup112505,0,0,0,0,0,0,NA,NA
isogroupisogroup112536,0,0,0,0,0,0,NA,NA
isogroupisogroup112549,0,0,0,0,0,0,NA,NA
isogroupisogroup112565,1.55372107547966,3.4761063274574,0.66645462631607,1.68918287328299,0.907430661479902,1.89323898005101,0.989960009147659,NA
isogroupisogroup112593,0,0,0,0,0,0,NA,NA
isogroupisogroup112670,-1.59215287578482,-1.55813371273504,-1.51360809101993,-1.6099473179556,-1.57509302835188,-1.55723862961885,0.891741149964473,NA
isogroupisogroup11269,6.5608151799319,6.31397239102804,6.88935480809013,6.60316183508629,6.62912384832409,7.32023957914512,0.513745453384866,0.995310922565357
isogroupisogroup112691,-1.59215287578482,-1.55813371273504,-1.51360809101993,-1.6099473179556,-1.57509302835188,-1.55723862961885,0.891741149964473,NA
isogroupisogroup112697,0,0,0,0,0,0,NA,NA
isogroupisogroup112719,-1.45621995071834,-1.2480178288918,-1.41700472812077,-1.4051632108295,-0.990263322366511,-0.936112751368296,0.491648800506966,NA
isogroupisogroup11272,0,0,0,0,0,0,NA,NA
isogroupisogroup11273,2.12500422261515,2.73446045043462,2.7128823585653,2.50179658172592,2.70266936939393,3.65042852298417,0.505907322359871,NA
isogroupisogroup112733,-0.698996408252859,-0.792875488378975,-0.900753272256806,-0.693371837176307,-0.56653814908745,-0.790491681244046,0.757926840105102,NA
isogroupisogroup112739,0,0,0,0,0,0,NA,NA
isogroupisogroup112740,-0.183325812093157,0.793152561793163,-0.188530867386613,-0.459952171374992,-0.387172973855892,-0.306210705298775,0.39609623848893,NA
isogroupisogroup112746,-1.56460550263632,-1.61260764830999,-1.66154011628781,-1.65676250504018,-1.62706014873176,-1.61184487053013,0.897351533862759,NA
isogroupisogroup112753,1.04899303008731,-0.05459894742033,-0.193294038391749,-0.183536755340237,0.593115569054175,-0.0503839358175866,0.826757001855725,NA
isogroupisogroup112769,0,0,0,0,0,0,NA,NA
isogroupisogroup112786,-0.681066017632135,-0.91181912541426,-1.02377558860432,-1.02102582855856,-0.697064697306529,-0.909557310639979,0.93258481992062,NA
isogroupisogroup112794,1.16472404317356,1.0685801866898,0.907739335815635,1.2490714018221,1.22649965969011,0.647453657586029,0.90520348050691,NA
isogroupisogroup112798,1.21094697218542,1.7925763272785,1.07849566026656,1.64890636141625,1.13440533830791,0.847921380878842,0.703745168485715,NA
isogroupisogroup112819,0,0,0,0,0,0,NA,NA
isogroupisogroup112821,0,0,0,0,0,0,NA,NA
isogroupisogroup112834,-1.90616005044584,-1.5314623603526,-1.86210730030602,-1.85047558108939,-1.77816131131213,-1.74111772725489,0.93641565990964,NA
isogroupisogroup112850,0,0,0,0,0,0,NA,NA
isogroupisogroup11286,-0.831383691542873,-0.874968121670016,-0.984801779589768,-0.77687553635627,-0.657993941271586,-0.872682928246128,0.732285581921567,NA
isogroupisogroup112881,-1.59545323911901,-1.55845944460416,-1.62046308618052,-1.50432557458163,-1.576772595219,-1.55749290843667,0.78372823218458,NA
isogroupisogroup112882,-1.42619218266956,-1.50806509655876,-1.56767539179352,-1.56185523129973,-1.52567135785367,-1.50713586877739,0.871855665695249,NA
isogroupisogroup11289,3.8998569812251,4.67749334370303,3.38253594686236,3.40366586509454,4.15550712207168,3.25875172519362,0.479304241292816,0.995310922565357
isogroupisogroup112928,-1.59215287578482,-1.55813371273504,-1.51360809101993,-1.6099473179556,-1.57509302835188,-1.55723862961885,0.891741149964473,NA
isogroupisogroup11294,7.6876771958527,4.9646177800978,3.31541805531494,4.59517592662334,3.88598649746959,5.50247065223272,0.221734065002523,0.995310922565357
isogroupisogroup112946,-0.393597513296477,-0.542245804362059,-0.292424276811729,-0.645943129344446,-0.283512855119971,-0.539474539987905,0.810222156118879,NA
isogroupisogroup112952,-1.85901634904982,-1.73772917038182,-1.82976267050218,-1.82077681093889,-1.60151197235838,-1.73629451744491,0.639294959599623,NA
isogroupisogroup113063,0,0,0,0,0,0,NA,NA
isogroupisogroup113088,-1.79322272649007,-1.72934719906298,-1.78079914759763,-1.68442575536116,-1.74454384330817,-1.72854514666924,0.617943351983417,NA
isogroupisogroup113109,0,0,0,0,0,0,NA,NA
isogroupisogroup113146,5.28565481010116,5.74923383236824,6.10280587215531,6.07536838817701,5.09927204498159,4.74780903118639,0.442093252625753,0.995310922565357
isogroupisogroup113157,1.58129680663272,0.914054272639782,0.968713219375868,2.17677512090669,0.867197715566563,1.62628361185764,0.507268934823546,NA
isogroupisogroup113171,0,0,0,0,0,0,NA,NA
isogroupisogroup113194,-2.06649683204835,-2.05786899377534,-2.07114094451673,-2.06984511326684,-2.0617889447121,-2.05766210559783,0.950364589871075,NA
isogroupisogroup113198,0,0,0,0,0,0,NA,NA
isogroupisogroup113202,-1.09640022866499,-0.616206397365692,-1.06366195910744,-0.604526728338971,-0.975395854673397,-0.921461029241428,0.687809529938239,NA
isogroupisogroup11321,0.18214533280522,1.09095947129,0.649881302577601,3.18501289423555,4.26530315432868,2.02304904753858,4.23173256983574e-05,NA
